country,year,Population,GDP
France,1975,54252574,"362,000,917,852 "
France,1974,53882416,"286,526,186,579 "
France,1973,53441264,"265,381,555,687 "
France,1972,52959228,"204,283,485,046 "
France,1971,52480421,"166,564,460,755 "
France,1970,52035095,"148,948,860,281 "
France,1969,51638260,"140,725,497,222 "
France,1968,51276054,"129,847,107,788 "
France,1967,50915456,"119,466,139,620 "
France,1966,50508717,"110,597,467,199 "
France,1965,50023774,"102,160,571,409 "
France,1964,49449403,"94,906,593,388 "
France,1963,48803680,"85,551,113,767 "
France,1962,48119649,"76,313,782,252 "
France,1961,47444751,"68,346,741,504 "
France,1960,46814237,"62,651,474,947 "
French Polynesia,2000,237267,"3,447,543,138 "
French Polynesia,1999,232956,"3,797,016,069 "
French Polynesia,1998,228380,"3,775,160,797 "
French Polynesia,1997,223734,"3,567,062,512 "
French Polynesia,1996,219282,"3,954,696,874 "
French Polynesia,1995,215200,"3,982,374,846 "
French Polynesia,1994,211584,"3,522,272,321 "
French Polynesia,1993,208349,"3,694,600,400 "
French Polynesia,1992,205269,"3,558,215,110 "
French Polynesia,1991,202020,"3,267,367,610 "
French Polynesia,1990,198370,"3,181,206,305 "
French Polynesia,1989,194249,"2,636,461,517 "
French Polynesia,1988,189742,"2,687,472,830 "
French Polynesia,1987,184958,"2,543,199,148 "
French Polynesia,1986,180069,"2,301,514,717 "
French Polynesia,1985,175208,"1,507,230,779 "
French Polynesia,1984,170397,"1,378,991,403 "
French Polynesia,1983,165611,"1,335,895,286 "
French Polynesia,1982,160883,"1,286,462,643 "
French Polynesia,1981,156240,"1,279,972,866 "
French Polynesia,1980,151702,"1,362,151,524 "
French Polynesia,1979,147299,"1,215,031,775 "
French Polynesia,1978,143033,"1,005,573,294 "
French Polynesia,1977,138867,"793,193,187 "
French Polynesia,1976,134743,"732,286,143 "
French Polynesia,1975,130619,"690,319,755 "
French Polynesia,1974,126483,"555,337,986 "
French Polynesia,1973,122355,"431,254,103 "
French Polynesia,1972,118279,"325,843,255 "
French Polynesia,1971,114311,"296,613,497 "
French Polynesia,1970,110496,"254,035,999 "
French Polynesia,1969,106858,"242,943,777 "
French Polynesia,1968,103385,"259,590,076 "
French Polynesia,1967,100031,"220,984,369 "
French Polynesia,1966,96730,"215,659,455 "
French Polynesia,1965,93440,"176,534,590 "
Gabon,2015,1725292,"14,339,723,935 "
Gabon,2014,1687673,"18,179,717,776 "
Gabon,2013,1650351,"17,590,716,232 "
Gabon,2012,1613489,"17,171,447,372 "
Gabon,2011,1577298,"18,186,478,120 "
Gabon,2010,1541936,"14,358,584,300 "
Gabon,2009,1507428,"12,065,138,273 "
Gabon,2008,1473741,"15,508,574,820 "
Gabon,2007,1440902,"12,438,956,756 "
Gabon,2006,1408920,"10,154,041,930 "
Gabon,2005,1377777,"9,458,884,812 "
Gabon,2004,1347524,"7,756,293,575 "
Gabon,2003,1318093,"6,497,305,662 "
Gabon,2002,1289192,"5,310,381,151 "
Gabon,2001,1260435,"5,018,874,179 "
Gabon,2000,1231548,"5,067,865,321 "
Gabon,1999,1202412,"4,662,992,036 "
Gabon,1998,1173114,"4,483,417,120 "
Gabon,1997,1143838,"5,326,816,859 "
Gabon,1996,1114879,"5,694,040,337 "
Gabon,1995,1086449,"4,958,845,906 "
Gabon,1994,1058625,"4,190,819,314 "
Gabon,1993,1031358,"4,378,645,081 "
Gabon,1992,1004598,"5,592,390,849 "
Gabon,1991,978252,"5,402,919,957 "
Gabon,1990,952269,"5,952,293,766 "
Gabon,1989,926648,"4,186,411,457 "
Gabon,1988,901473,"3,834,503,378 "
Gabon,1987,876877,"3,281,797,039 "
Gabon,1986,853039,"3,403,638,194 "
Gabon,1985,830091,"3,339,914,759 "
Gabon,1984,808088,"3,561,451,562 "
Gabon,1983,787017,"3,391,275,731 "
Gabon,1982,766867,"3,618,007,844 "
Gabon,1981,747593,"3,862,269,127 "
Gabon,1980,729165,"4,279,637,934 "
Gabon,1979,711544,"3,030,251,116 "
Gabon,1978,694734,"2,389,479,269 "
Gabon,1977,678786,"2,809,349,074 "
Gabon,1976,663774,"3,009,409,971 "
Gabon,1975,649719,"2,157,592,937 "
Gabon,1974,636702,"1,544,216,004 "
Gabon,1973,624625,"722,780,701 "
Gabon,1972,613129,"430,508,358 "
Gabon,1971,601734,"381,687,073 "
Gabon,1970,590119,"323,802,475 "
Gabon,1969,578114,"318,124,701 "
Gabon,1968,565878,"294,468,565 "
Gabon,1967,553829,"271,543,680 "
Gabon,1966,542562,"245,849,782 "
Gabon,1965,532512,"226,474,286 "
Gabon,1964,523793,"215,679,855 "
Gabon,1963,516270,"154,480,244 "
Gabon,1962,509806,"182,796,536 "
Gabon,1961,504174,"167,637,907 "
Gabon,1960,499189,"141,468,978 "
"Gambia, The",2014,1928201,"850,903,179 "
"Gambia, The",2013,1866878,"903,779,657 "
"Gambia, The",2012,1807108,"912,569,687 "
"Gambia, The",2011,1749099,"904,256,643 "
"Gambia, The",2010,1693002,"952,429,030 "
"Gambia, The",2009,1638899,"900,639,748 "
"Gambia, The",2008,1586749,"965,769,128 "
"Gambia, The",2007,1536424,"798,870,894 "
"Gambia, The",2006,1487731,"655,068,696 "
"Gambia, The",2005,1440542,"624,174,724 "
"Gambia, The",2004,1394727,"578,785,279 "
"Gambia, The",2003,1350345,"487,038,822 "
"Gambia, The",2002,1307674,"578,236,035 "
"Gambia, The",2001,1267103,"687,408,805 "
"Gambia, The",2000,1228863,"782,915,402 "
"Gambia, The",1999,1192920,"814,723,460 "
"Gambia, The",1998,1159001,"840,285,265 "
"Gambia, The",1997,1126786,"803,630,743 "
"Gambia, The",1996,1095839,"848,237,109 "
"Gambia, The",1995,1065746,"785,996,982 "
"Gambia, The",1994,1036627,"746,491,693 "
"Gambia, The",1993,1008296,"755,042,548 "
"Gambia, The",1992,979701,"714,255,461 "
"Gambia, The",1991,949490,"690,314,321 "
"Gambia, The",1990,916811,"317,083,374 "
"Gambia, The",1989,881146,"284,119,692 "
"Gambia, The",1988,843060,"266,673,126 "
"Gambia, The",1987,804134,"220,626,484 "
"Gambia, The",1986,766598,"185,646,209 "
"Gambia, The",1985,732092,"225,724,852 "
"Gambia, The",1984,701097,"177,338,802 "
"Gambia, The",1983,673230,"213,446,563 "
"Gambia, The",1982,648202,"216,051,496 "
"Gambia, The",1981,625413,"218,764,446 "
"Gambia, The",1980,604371,"241,080,709 "
"Gambia, The",1979,585155,"207,114,383 "
"Gambia, The",1978,567828,"171,836,793 "
"Gambia, The",1977,551823,"138,094,243 "
"Gambia, The",1976,536409,"112,189,468 "
"Gambia, The",1975,521070,"115,182,522 "
"Gambia, The",1974,505512,"95,797,533 "
"Gambia, The",1973,489860,"75,187,970 "
"Gambia, The",1972,474538,"59,161,545 "
"Gambia, The",1971,460193,"55,728,609 "
"Gambia, The",1970,447283,"52,296,837 "
"Gambia, The",1969,435800,"45,168,723 "
"Gambia, The",1968,425509,"41,160,659 "
"Gambia, The",1967,416342,"46,695,363 "
"Gambia, The",1966,408182,"44,212,354 "
Georgia,2015,3679000,"13,965,385,802 "
Georgia,2014,3727000,"16,509,305,828 "
Georgia,2013,3776000,"16,140,047,072 "
Georgia,2012,3825000,"15,846,474,596 "
Georgia,2011,3875000,"14,434,619,982 "
Georgia,2010,3926000,"11,638,536,891 "
Georgia,2009,3978000,"10,766,809,099 "
Georgia,2008,4030000,"12,795,044,473 "
Georgia,2007,4082000,"10,172,869,680 "
Georgia,2006,4136000,"7,745,406,201 "
Georgia,2005,4190000,"6,410,941,013 "
Georgia,2004,4245000,"5,125,273,881 "
Georgia,2003,4301000,"3,991,374,549 "
Georgia,2002,4357000,"3,395,778,674 "
Georgia,2001,4386400,"3,219,487,825 "
Georgia,2000,4418300,"3,057,453,483 "
Georgia,1999,4452500,"2,800,024,314 "
Georgia,1998,4487300,"3,613,500,117 "
Georgia,1997,4531600,"3,510,540,809 "
Georgia,1996,4616100,"3,094,915,506 "
Georgia,1995,4734000,"2,693,731,866 "
Georgia,1994,4861600,"2,513,870,587 "
Georgia,1993,4911100,"2,701,181,331 "
Georgia,1992,4873500,"3,690,328,964 "
Georgia,1991,4835900,"6,357,615,894 "
Georgia,1990,4802000,"7,753,501,868 "
Germany,2015,81413145,"3,355,772,429,855 "
Germany,2014,80982500,"3,868,291,231,824 "
Germany,2013,82132753,"3,745,317,149,399 "
Germany,2012,80425823,"3,539,615,377,795 "
Germany,2011,81797673,"3,757,464,553,795 "
Germany,2010,81776930,"3,417,298,013,245 "
Germany,2009,81902307,"3,418,005,001,389 "
Germany,2008,82110097,"3,752,365,607,148 "
Germany,2007,82266372,"3,439,953,462,907 "
Germany,2006,82376451,"3,002,446,368,084 "
Germany,2005,82469422,"2,861,410,272,354 "
Germany,2004,82516260,"2,819,245,095,605 "
Germany,2003,82534176,"2,505,733,634,312 "
Germany,2002,82488495,"2,079,136,081,310 "
Germany,2001,82349925,"1,950,648,769,575 "
Germany,2000,82211508,"1,949,953,934,034 "
Germany,1999,82100243,"2,199,957,383,337 "
Germany,1998,82047195,"2,243,225,519,618 "
Germany,1997,82034771,"2,218,689,375,141 "
Germany,1996,81914831,"2,503,665,193,657 "
Germany,1995,81678051,"2,591,620,035,485 "
Germany,1994,81438348,"2,205,966,011,812 "
Germany,1993,81156363,"2,068,555,542,411 "
Germany,1992,80624598,"2,123,130,870,382 "
Germany,1991,80013896,"1,861,873,895,109 "
Germany,1990,79433029,"1,764,967,948,917 "
Germany,1989,78751283,"1,393,674,332,154 "
Germany,1988,78144619,"1,395,931,548,502 "
Germany,1987,77839920,"1,293,264,353,319 "
Germany,1986,77720436,"1,042,300,769,792 "
Germany,1985,77684873,"729,763,282,952 "
Germany,1984,77858685,"722,367,608,343 "
Germany,1983,78128282,"767,768,378,016 "
Germany,1982,78333366,"773,638,200,774 "
Germany,1981,78407907,"797,443,405,712 "
Germany,1980,78288576,"946,695,355,821 "
Germany,1979,78126350,"878,010,536,976 "
Germany,1978,78091820,"737,668,356,280 "
Germany,1977,78159814,"598,226,205,424 "
Germany,1976,78336950,"517,787,921,004 "
Germany,1975,78673554,"488,780,155,338 "
Germany,1974,78967433,"443,618,642,960 "
Germany,1973,78936666,"396,866,742,554 "
Germany,1972,78688452,"298,667,219,346 "
Germany,1971,78312842,"249,039,217,365 "
Germany,1970,78169289,"215,021,806,498 "
Ghana,2015,27409893,"37,864,368,220 "
Ghana,2014,26786598,"38,616,536,132 "
Ghana,2013,26164432,"47,805,069,495 "
Ghana,2012,25544565,"41,939,728,979 "
Ghana,2011,24928503,"39,566,292,433 "
Ghana,2010,24317734,"32,174,772,956 "
Ghana,2009,23713164,"25,977,847,814 "
Ghana,2008,23115919,"28,526,891,010 "
Ghana,2007,22528041,"24,758,819,718 "
Ghana,2006,21951891,"20,409,257,610 "
Ghana,2005,21389514,"10,731,634,117 "
Ghana,2004,20840493,"8,881,368,538 "
Ghana,2003,20305396,"7,632,406,553 "
Ghana,2002,19788181,"6,166,330,136 "
Ghana,2001,19293804,"5,314,909,954 "
Ghana,2000,18824994,"4,983,024,408 "
Ghana,1999,18384426,"7,719,354,839 "
Ghana,1998,17969006,"7,480,968,858 "
Ghana,1997,17568583,"6,891,308,594 "
Ghana,1996,17169214,"6,934,984,709 "
Ghana,1995,16760991,"6,465,137,615 "
Ghana,1994,16339344,"5,444,560,669 "
Ghana,1993,15907244,"5,966,255,778 "
Ghana,1992,15471527,"6,413,901,602 "
Ghana,1991,15042736,"6,596,546,196 "
Ghana,1990,14628260,"5,889,174,834 "
Ghana,1989,14232493,"5,251,764,270 "
Ghana,1988,13852597,"5,197,840,973 "
Ghana,1987,13480381,"5,074,829,932 "
Ghana,1986,13103975,"5,727,602,649 "
Ghana,1985,12716238,"4,504,342,153 "
Ghana,1984,12311166,"4,412,279,865 "
Ghana,1983,11895130,"4,057,275,078 "
Ghana,1982,11488112,"4,035,994,383 "
Ghana,1981,11117608,"4,222,441,673 "
Ghana,1980,10802025,"4,445,228,057 "
Ghana,1979,10550770,"4,020,227,931 "
Ghana,1978,10354490,"3,662,478,173 "
Ghana,1977,10189889,"3,189,428,571 "
Ghana,1976,10023471,"2,765,254,360 "
Ghana,1975,9831409,"2,810,106,390 "
Ghana,1974,9604280,"2,894,409,912 "
Ghana,1973,9350111,"2,465,493,032 "
Ghana,1972,9083575,"2,112,293,280 "
Ghana,1971,8827273,"2,417,108,578 "
Ghana,1970,8596977,"2,215,028,588 "
Ghana,1969,8397346,"1,962,050,556 "
Ghana,1968,8221021,"1,666,909,518 "
Ghana,1967,8057442,"1,747,187,645 "
Ghana,1966,7890992,"2,126,300,672 "
Ghana,1965,7710547,"2,053,462,968 "
Ghana,1964,7513286,"1,731,296,200 "
Ghana,1963,7303432,"1,540,797,589 "
Ghana,1962,7085463,"1,382,515,654 "
Ghana,1961,6866545,"1,302,674,325 "
Ghana,1960,6652285,"1,217,230,095 "
Greece,2015,10823732,"195,212,006,432 "
Greece,2014,10892413,"235,574,074,998 "
Greece,2013,10965211,"239,509,850,570 "
Greece,2012,11045011,"245,670,666,639 "
Greece,2011,11104899,"287,779,921,184 "
Greece,2010,11121341,"299,379,400,265 "
Greece,2009,11107017,"330,000,252,153 "
Greece,2008,11077841,"354,460,802,549 "
Greece,2007,11048473,"318,497,936,901 "
Greece,2006,11020362,"273,317,737,047 "
Greece,2005,10987314,"247,783,001,865 "
Greece,2004,10955141,"240,521,260,988 "
Greece,2003,10928070,"201,924,270,316 "
Greece,2002,10902022,"153,830,947,017 "
Greece,2001,10862132,"136,191,353,468 "
Greece,2000,10805808,"130,133,845,771 "
Greece,1999,10761698,"142,540,728,958 "
Greece,1998,10720509,"144,428,172,835 "
Greece,1997,10661259,"143,157,600,025 "
Greece,1996,10608800,"145,861,612,826 "
Greece,1995,10562153,"136,878,366,230 "
Greece,1994,10512922,"116,601,802,107 "
Greece,1993,10460415,"108,809,058,859 "
Greece,1992,10399061,"116,224,673,043 "
Greece,1991,10319927,"105,143,232,380 "
Greece,1990,10196792,"97,891,090,929 "
Greece,1989,10089498,"79,169,043,642 "
Greece,1988,10036983,"76,261,278,405 "
Greece,1987,10000595,"65,652,751,132 "
Greece,1986,9967213,"56,379,593,720 "
Greece,1985,9934300,"47,820,850,975 "
Greece,1984,9895801,"48,020,024,788 "
Greece,1983,9846627,"49,428,872,678 "
Greece,1982,9789513,"54,617,991,327 "
Greece,1981,9729350,"52,346,507,380 "
Greece,1980,9642505,"56,829,663,469 "
Greece,1979,9548258,"54,481,875,805 "
Greece,1978,9429959,"44,270,203,154 "
Greece,1977,9308479,"36,176,233,117 "
Greece,1976,9188150,"31,152,840,485 "
Greece,1975,9046541,"28,525,872,476 "
Greece,1974,8962022,"25,351,305,682 "
Greece,1973,8929086,"22,347,844,649 "
Greece,1972,8888628,"16,885,506,818 "
Greece,1971,8831036,"14,591,755,682 "
Greece,1970,8792806,"13,139,862,500 "
Greece,1969,8772764,"11,266,091,571 "
Greece,1968,8740765,"9,915,140,546 "
Greece,1967,8684088,"9,136,711,288 "
Greece,1966,8613651,"8,455,611,129 "
Greece,1965,8550333,"7,600,579,093 "
Greece,1964,8510429,"6,680,298,251 "
Greece,1963,8479625,"5,949,478,035 "
Greece,1962,8448233,"5,327,573,509 "
Greece,1961,8398050,"5,016,048,786 "
Greece,1960,8331725,"4,446,528,165 "
Greenland,2014,56295,"2,441,226,080 "
Greenland,2013,56483,"2,419,043,094 "
Greenland,2012,56810,"2,356,004,771 "
Greenland,2011,56890,"2,503,747,857 "
Greenland,2010,56905,"2,287,220,565 "
Greenland,2009,56323,"2,314,737,667 "
Greenland,2008,56328,"2,301,745,558 "
Greenland,2007,56555,"2,039,990,870 "
Greenland,2006,56774,"1,811,232,805 "
Greenland,2005,56935,"1,650,283,229 "
Greenland,2004,56911,"1,617,227,234 "
Greenland,2003,56765,"1,402,452,662 "
Greenland,2002,56609,"1,169,136,691 "
Greenland,2001,56350,"1,086,170,639 "
Greenland,2000,56200,"1,068,024,994 "
Greenland,1999,56100,"1,131,555,107 "
Greenland,1998,56100,"1,149,858,127 "
Greenland,1997,56000,"1,072,154,407 "
Greenland,1996,55900,"1,197,515,638 "
Greenland,1995,55800,"1,208,953,359 "
Greenland,1994,55500,"1,005,887,592 "
Greenland,1993,55200,"927,214,128 "
Greenland,1992,55300,"1,037,916,105 "
Greenland,1991,55500,"1,016,500,016 "
Greenland,1990,55600,"1,018,977,225 "
Greenland,1989,55300,"929,799,902 "
Greenland,1988,54800,"898,607,671 "
Greenland,1987,54100,"787,390,447 "
Greenland,1986,53500,"603,016,318 "
Greenland,1985,53200,"412,876,396 "
Greenland,1984,52700,"379,371,914 "
Greenland,1983,52100,"416,184,086 "
Greenland,1982,51500,"402,403,057 "
Greenland,1981,51000,"435,749,014 "
Greenland,1980,50200,"476,051,769 "
Greenland,1979,49600,"420,645,795 "
Greenland,1978,49200,"355,987,428 "
Greenland,1977,49400,"282,269,773 "
Greenland,1976,49700,"240,779,416 "
Greenland,1975,49600,"211,192,464 "
Greenland,1974,49500,"169,918,944 "
Greenland,1973,49000,"140,153,754 "
Greenland,1972,48300,"106,101,302 "
Greenland,1971,47200,"88,570,999 "
Greenland,1970,46400,"69,520,029 "
Grenada,2015,106825,"978,148,148 "
Grenada,2014,106349,"911,803,778 "
Grenada,2013,105902,"842,571,333 "
Grenada,2012,105476,"799,882,148 "
Grenada,2011,105070,"778,648,667 "
Grenada,2010,104677,"771,015,889 "
Grenada,2009,104298,"771,278,111 "
Grenada,2008,103934,"825,925,926 "
Grenada,2007,103587,"758,518,519 "
Grenada,2006,103259,"698,518,519 "
Grenada,2005,102951,"695,370,296 "
Grenada,2004,102657,"599,118,593 "
Grenada,2003,102371,"591,018,407 "
Grenada,2002,102100,"540,336,926 "
Grenada,2001,101849,"520,444,185 "
Grenada,2000,101620,"520,044,370 "
Grenada,1999,101441,"379,629,407 "
Grenada,1998,101302,"340,814,815 "
Grenada,1997,101125,"304,940,741 "
Grenada,1996,100796,"294,651,852 "
Grenada,1995,100253,"276,296,296 "
Grenada,1994,99403,"261,777,778 "
Grenada,1993,98302,"250,259,259 "
Grenada,1992,97201,"250,914,815 "
Grenada,1991,96455,"241,570,370 "
Grenada,1990,96286,"221,070,366 "
Grenada,1989,96871,"213,066,663 "
Grenada,1988,98063,"184,533,330 "
Grenada,1987,99381,"167,229,627 "
Grenada,1986,100146,"144,011,109 "
Grenada,1985,99907,"128,211,109 "
Grenada,1984,98440,"110,099,998 "
Grenada,1983,95981,"101,211,109 "
Grenada,1982,93091,"95,229,628 "
Grenada,1981,90575,"87,888,887 "
Grenada,1980,89004,"83,614,813 "
Grenada,1979,88571,"78,314,813 "
Grenada,1978,89070,"67,548,147 "
Grenada,1977,90187,"53,322,221 "
Guatemala,2015,16342897,"63,794,348,775 "
Guatemala,2014,16015494,"58,722,323,918 "
Guatemala,2013,15690793,"53,851,143,341 "
Guatemala,2012,15368759,"50,388,460,920 "
Guatemala,2011,15049280,"47,654,783,851 "
Guatemala,2010,14732261,"41,338,008,617 "
Guatemala,2009,14418033,"37,733,609,939 "
Guatemala,2008,14106687,"39,136,436,553 "
Guatemala,2007,13797629,"34,113,107,085 "
Guatemala,2006,13490041,"30,231,249,362 "
Guatemala,2005,13183505,"27,211,377,220 "
Guatemala,2004,12877711,"23,965,276,000 "
Guatemala,2003,12573346,"21,917,430,474 "
Guatemala,2002,12272208,"20,776,403,844 "
Guatemala,2001,11976725,"18,702,802,399 "
Guatemala,2000,11688660,"19,290,566,570 "
Guatemala,1999,11408815,"18,317,172,141 "
Guatemala,1998,11136814,"19,393,672,244 "
Guatemala,1997,10871786,"17,788,559,414 "
Guatemala,1996,10612300,"15,781,579,950 "
Guatemala,1995,10357354,"14,656,917,900 "
Guatemala,1994,10106463,"12,983,235,568 "
Guatemala,1993,9860063,"11,399,942,453 "
Guatemala,1992,9619113,"10,440,842,165 "
Guatemala,1991,9385000,"9,406,097,735 "
Guatemala,1990,9158547,"7,650,125,576 "
Guatemala,1989,8940285,"8,410,724,406 "
Guatemala,1988,8729406,"7,841,603,167 "
Guatemala,1987,8523785,"7,084,399,840 "
Guatemala,1986,8320498,"7,231,963,327 "
Guatemala,1985,8117499,"9,721,652,289 "
Guatemala,1984,7913814,"9,470,000,100 "
Guatemala,1983,7710142,"9,050,000,400 "
Guatemala,1982,7508161,"8,716,999,700 "
Guatemala,1981,7310397,"8,607,500,300 "
Guatemala,1980,7118628,"7,878,700,000 "
Guatemala,1979,6933492,"6,902,600,200 "
Guatemala,1978,6754258,"6,070,600,200 "
Guatemala,1977,6579710,"5,480,500,200 "
Guatemala,1976,6408029,"4,365,300,200 "
Guatemala,1975,6237963,"3,645,900,000 "
Guatemala,1974,6069077,"3,161,499,900 "
Guatemala,1973,5901980,"2,569,200,100 "
Guatemala,1972,5737720,"2,101,300,000 "
Guatemala,1971,5577824,"1,984,800,000 "
Guatemala,1970,5423384,"1,904,000,000 "
Guatemala,1969,5274726,"1,715,399,900 "
Guatemala,1968,5131461,"1,610,500,000 "
Guatemala,1967,4993104,"1,453,500,000 "
Guatemala,1966,4858880,"1,390,700,000 "
Guatemala,1965,4728203,"1,331,399,900 "
Guatemala,1964,4600846,"1,299,099,900 "
Guatemala,1963,4476923,"1,262,800,000 "
Guatemala,1962,4356579,"1,143,600,000 "
Guatemala,1961,4240084,"1,076,699,900 "
Guatemala,1960,4127555,"1,043,599,900 "
Guinea,2015,12608590,"6,699,203,543 "
Guinea,2014,12275527,"6,624,068,016 "
Guinea,2013,11948726,"6,231,725,485 "
Guinea,2012,11628767,"5,667,229,759 "
Guinea,2011,11316351,"5,067,360,009 "
Guinea,2010,11012406,"4,735,956,493 "
Guinea,2009,10715770,"4,609,923,756 "
Guinea,2008,10427356,"4,515,824,647 "
Guinea,2007,10152521,"4,134,173,275 "
Guinea,2006,9898301,"2,931,625,105 "
Guinea,2005,9669023,"2,937,071,767 "
Guinea,2004,9464771,"3,666,349,049 "
Guinea,2003,9281572,"3,446,442,219 "
Guinea,2002,9114287,"2,949,637,039 "
Guinea,2001,8955756,"2,833,442,750 "
Guinea,2000,8799165,"2,995,360,969 "
Guinea,1999,8647336,"3,461,282,294 "
Guinea,1998,8497582,"3,588,376,057 "
Guinea,1997,8331366,"3,783,788,551 "
Guinea,1996,8124799,"3,869,032,271 "
Guinea,1995,7863033,"3,693,753,379 "
Guinea,1994,7536389,"3,383,218,923 "
Guinea,1993,7155564,"3,279,063,318 "
Guinea,1992,6751394,"3,284,625,277 "
Guinea,1991,6367110,"3,014,890,569 "
Guinea,1990,6034082,"2,666,616,177 "
Guinea,1989,5763843,"2,432,029,380 "
Guinea,1988,5548270,"2,384,295,764 "
Guinea,1987,5375058,"2,041,538,057 "
Guinea,1986,5223553,"1,922,600,899 "
Guinea-Bissau,2015,1844325,"1,056,851,008 "
